category1,category2,category3,category4,product_category4_id
0.0,1.0,0.0,0.0,6042.0
0.0,1.0,0.0,0.0,6045.0
0.0,1.0,0.0,0.0,6051.0
0.0,1.0,0.0,0.0,6054.0
0.0,1.0,0.0,0.0,6057.0
0.0,1.0,0.0,0.0,6060.0
0.0,1.0,0.0,0.0,6063.0
0.0,1.0,0.0,0.0,6066.0
0.0,1.0,0.0,0.0,6069.0
0.0,1.0,0.0,0.0,6072.0
0.0,1.0,0.0,0.0,6075.0
0.0,1.0,0.0,0.0,6078.0
0.0,1.0,0.0,0.0,6081.0
0.0,1.0,0.0,0.0,6084.0
0.0,1.0,0.0,0.0,6087.0
0.0,1.0,0.0,0.0,6090.0
0.0,1.0,0.0,0.0,6093.0
0.0,1.0,0.0,0.0,6096.0
0.0,1.0,0.0,0.0,6099.0
0.0,1.0,0.0,0.0,6102.0
0.0,1.0,0.0,0.0,6105.0
0.0,1.0,0.0,0.0,6108.0
0.0,1.0,0.0,0.0,6111.0
0.0,1.0,0.0,0.0,6114.0
0.0,1.0,0.0,0.0,6117.0
1.0,0.0,0.0,0.0,7923.0
1.0,0.0,0.0,0.0,13023.0
0.0,0.0,1.0,0.0,15126.0
0.0,0.0,1.0,0.0,15171.0
0.0,0.0,1.0,0.0,15180.0
0.0,0.0,1.0,0.0,15186.0
0.0,0.0,1.0,0.0,15192.0
0.0,0.0,1.0,0.0,15258.0
0.0,0.0,1.0,0.0,15267.0
0.0,0.0,1.0,0.0,15288.0
0.0,0.0,1.0,0.0,15321.0
0.0,0.0,1.0,0.0,15351.0
0.0,0.0,1.0,0.0,15354.0
0.0,0.0,1.0,0.0,15378.0
0.0,0.0,1.0,0.0,15381.0
0.0,0.0,1.0,0.0,15384.0
0.0,0.0,1.0,0.0,15423.0
0.0,0.0,1.0,0.0,15435.0
0.0,0.0,1.0,0.0,15438.0
0.0,0.0,1.0,0.0,15441.0
0.0,0.0,1.0,0.0,15468.0
0.0,0.0,1.0,0.0,15492.0
0.0,0.0,1.0,0.0,15501.0
0.0,0.0,1.0,0.0,15654.0
0.0,0.0,1.0,0.0,15726.0
0.0,0.0,1.0,0.0,15732.0
0.0,0.0,1.0,0.0,15738.0
0.0,0.0,1.0,0.0,15750.0
0.0,0.0,1.0,0.0,15759.0
0.0,0.0,1.0,0.0,15813.0
0.0,0.0,1.0,0.0,15816.0
0.0,0.0,1.0,0.0,15846.0
0.0,0.0,1.0,0.0,15864.0
0.0,0.0,1.0,0.0,15885.0
0.0,0.0,1.0,0.0,15891.0
0.0,0.0,1.0,0.0,15897.0
0.0,0.0,1.0,0.0,15906.0
0.0,0.0,1.0,0.0,15924.0
0.0,0.0,1.0,0.0,15936.0
0.0,0.0,1.0,0.0,15963.0
0.0,0.0,1.0,0.0,15966.0
0.0,0.0,1.0,0.0,16098.0
0.0,0.0,1.0,0.0,18168.0
0.0,0.0,1.0,0.0,18171.0
1.0,0.0,0.0,0.0,21273.0
1.0,0.0,0.0,0.0,21282.0
1.0,0.0,0.0,0.0,21285.0
1.0,0.0,0.0,0.0,21294.0
1.0,0.0,0.0,0.0,21300.0
1.0,0.0,0.0,0.0,21315.0
1.0,0.0,0.0,0.0,23826.0
1.0,0.0,0.0,0.0,23829.0
1.0,0.0,0.0,0.0,23832.0
1.0,0.0,0.0,0.0,23835.0
1.0,0.0,0.0,0.0,24123.0
1.0,0.0,0.0,0.0,24462.0
1.0,0.0,0.0,0.0,24723.0
1.0,0.0,0.0,0.0,24768.0
1.0,0.0,0.0,0.0,24891.0
1.0,0.0,0.0,0.0,24894.0
1.0,0.0,0.0,0.0,24903.0
1.0,0.0,0.0,0.0,24915.0
1.0,0.0,0.0,0.0,24918.0
1.0,0.0,0.0,0.0,24939.0
1.0,0.0,0.0,0.0,24945.0
1.0,0.0,0.0,0.0,24963.0
1.0,0.0,0.0,0.0,24972.0
1.0,0.0,0.0,0.0,24975.0
1.0,0.0,0.0,0.0,24978.0
1.0,0.0,0.0,0.0,24984.0
1.0,0.0,0.0,0.0,25029.0
1.0,0.0,0.0,0.0,25032.0
0.0,1.0,0.0,0.0,27183.0
0.0,1.0,0.0,0.0,27483.0
0.0,1.0,0.0,0.0,27603.0
